Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
Crust_bin.359	89.12	3.59	Gradient Boost (General Model)	11	0.947	4478	268.8147865853659	2230083	0.71	2624	574	16630	None
Crust_bin.36	56.81	3.58	Gradient Boost (General Model)	11	0.862	3084	263.91373411534704	3752715	0.63	4092	1277	12735	None
Crust_bin.365	97.93	3.52	Gradient Boost (General Model)	11	0.878	99021	377.7024746906637	6878034	0.62	5334	178	273366	None
Crust_bin.373	97.46	3.47	Gradient Boost (General Model)	11	0.898	49120	365.7166933023391	8394220	0.57	6883	278	170749	None
Crust_bin.374	83.24	3.14	Gradient Boost (General Model)	11	0.939	14038	301.17692939244665	2337293	0.71	2436	308	48646	None
Crust_bin.377	81.23	2.2	Gradient Boost (General Model)	11	0.926	6016	266.8290121430916	2628622	0.68	3047	598	28765	None
Crust_bin.383	49.3	1.28	Neural Network (Specific Model)	11	0.837	4559	254.54955917713065	3410920	0.49	3743	835	17560	None
Crust_bin.386	80.05	1.81	Gradient Boost (General Model)	11	0.91	4269	266.6760840998686	4006565	0.46	4566	1151	19124	None
Crust_bin.394	65.37	4.15	Gradient Boost (General Model)	11	0.814	2549	241.56108214738623	6311257	0.51	7097	2729	13465	None
Crust_bin.399	97.07	1.03	Gradient Boost (General Model)	11	0.933	278999	306.1159830268741	1389122	0.43	1414	33	485167	None
Crust_bin.40	99.99	1.51	Neural Network (Specific Model)	11	0.814	29873	301.38700305810397	7253133	0.41	6540	399	112485	None
Crust_bin.400	72.77	1.53	Gradient Boost (General Model)	11	0.841	4077	263.96756647864623	4662627	0.6	4964	1259	63785	None
Crust_bin.401	53.23	1.38	Gradient Boost (General Model)	11	0.938	4940	268.1046720575022	1903039	0.72	2226	458	28885	None
Crust_bin.404	74.9	5.34	Gradient Boost (General Model)	11	0.881	5514	300.17383552484955	4579400	0.69	4487	992	32830	None
Crust_bin.405	100.0	1.45	Neural Network (Specific Model)	11	0.815	40359	317.3595279217041	8107534	0.41	6948	325	186854	None
Crust_bin.407	98.75	1.94	Gradient Boost (General Model)	11	0.926	18662	282.1694915254237	2578824	0.72	2832	195	70206	None
Crust_bin.411	100.0	0.88	Gradient Boost (General Model)	11	0.902	30013	265.36759776536314	787629	0.49	895	62	96294	None
Crust_bin.414	88.47	1.69	Neural Network (Specific Model)	11	0.919	12984	278.52081147254285	2593921	0.68	2859	282	64559	None
Crust_bin.415	42.82	0.32	Gradient Boost (General Model)	11	0.899	1844	224.87119524870081	2017027	0.53	2694	1129	12814	None
Crust_bin.424	67.36	2.76	Gradient Boost (General Model)	11	0.919	2745	249.0495386109762	3340031	0.7	4118	1385	11864	None
Crust_bin.425	84.73	3.77	Gradient Boost (General Model)	11	0.932	16867	279.43209377526273	2217875	0.71	2474	215	68786	None
Crust_bin.426	83.3	0.32	Neural Network (Specific Model)	11	0.843	11866	297.38504464285717	6628529	0.49	6272	920	114667	None
Crust_bin.430	96.94	3.13	Gradient Boost (General Model)	11	0.914	24583	289.055525606469	3511995	0.73	3710	249	80732	None
Crust_bin.432	89.31	4.69	Gradient Boost (General Model)	11	0.853	8853	304.3074030087094	5398035	0.73	5052	773	37623	None
Crust_bin.440	100.0	0.36	Neural Network (Specific Model)	11	0.893	101791	333.8705970522108	4483265	0.48	4003	79	281075	None
Crust_bin.446	58.11	4.35	Gradient Boost (General Model)	11	0.854	2824	245.81914653420637	3817910	0.72	4429	1402	13583	None
Crust_bin.461	60.91	6.82	Gradient Boost (General Model)	11	0.93	2711	247.2079275198188	3509884	0.7	4415	1323	10854	None
Crust_bin.462	68.09	1.94	Neural Network (Specific Model)	11	0.903	14955	280.7373076923077	2420347	0.68	2600	257	97714	None
Crust_bin.465	44.73	4.54	Gradient Boost (General Model)	11	0.881	2181	248.89541234298198	3098165	0.7	3662	1363	25795	None
Crust_bin.48	76.44	8.79	Gradient Boost (General Model)	11	0.829	3528	258.937382055241	5450133	0.63	5829	1896	19855	None
Crust_bin.52	96.91	0.15	Neural Network (Specific Model)	11	0.912	188982	352.07434098236297	6094810	0.6	5273	72	553431	None
Crust_bin.63	99.8	0.72	Neural Network (Specific Model)	11	0.844	28271	306.71274619100706	5857763	0.45	5382	314	104795	None
Crust_bin.66	57.17	2.82	Gradient Boost (General Model)	11	0.908	4050	258.0357679591223	2829723	0.74	3327	786	20124	None
Crust_bin.67	87.53	9.73	Gradient Boost (General Model)	11	0.943	10929	288.92128603104214	3307239	0.71	3608	445	56594	None
Crust_bin.71	99.85	0.38	Gradient Boost (General Model)	11	0.912	614262	347.11403169694626	5894539	0.43	5174	15	1982773	None
Crust_bin.75	54.64	1.34	Gradient Boost (General Model)	11	0.937	2391	257.19140950792325	3940970	0.64	4796	1799	14117	None
Crust_bin.85	84.2	6.57	Gradient Boost (General Model)	11	0.876	2015	233.71618428824573	5410187	0.7	6772	2819	10390	None
Crust_bin.89	59.98	0.72	Gradient Boost (General Model)	11	0.862	5412	241.36609479499856	2883944	0.66	3439	652	33539	None
Crust_bin.94	79.14	7.02	Gradient Boost (General Model)	11	0.897	4165	280.537223019289	5878210	0.7	6273	1713	40053	None
Moss_bin.101	88.72	0.63	Gradient Boost (General Model)	11	0.942	18758	308.2842058952926	2227066	0.71	2273	206	61010	None
Moss_bin.103	86.77	5.99	Gradient Boost (General Model)	11	0.92	3298	251.73145539906102	2616228	0.58	3195	938	12751	None
Moss_bin.108	64.28	5.01	Gradient Boost (General Model)	11	0.883	3482	262.130262851826	3822135	0.63	4299	1183	18550	None
Moss_bin.110	61.54	0.07	Gradient Boost (General Model)	11	0.896	3018	221.55693296602388	1612072	0.67	2178	556	13083	None
Moss_bin.111	46.85	4.67	Gradient Boost (General Model)	11	0.882	3077	227.68267159125884	2508940	0.7	3249	859	11988	None
Moss_bin.112	100.0	0.87	Gradient Boost (General Model)	11	0.921	473435	382.77206030150757	6196390	0.44	4975	20	938742	None
Moss_bin.114	99.47	0.17	Gradient Boost (General Model)	11	0.902	299155	348.2858374030451	4027647	0.48	3481	18	455710	None
Moss_bin.130	99.7	3.13	Gradient Boost (General Model)	11	0.949	10961	295.0862755508362	3506161	0.75	3767	469	40248	None
Moss_bin.132	70.58	3.31	Neural Network (Specific Model)	11	0.818	2819	245.17520895757767	5688536	0.41	6341	2303	47645	None
Moss_bin.134	84.77	3.95	Gradient Boost (General Model)	11	0.924	5052	248.2425578831312	2187882	0.51	2721	579	30742	None
Moss_bin.141	53.7	1.54	Gradient Boost (General Model)	11	0.915	2028	226.49878345498783	1523040	0.72	2055	780	8450	None
Moss_bin.143	99.98	2.44	Neural Network (Specific Model)	11	0.913	76412	310.9873993699685	2912474	0.61	2857	55	317686	None
Moss_bin.146	77.34	5.28	Gradient Boost (General Model)	11	0.915	3268	261.0239907727797	3699580	0.72	4335	1224	13011	None
Moss_bin.168	85.66	3.52	Neural Network (Specific Model)	11	0.893	6047	289.7764614988411	3774368	0.48	3883	744	30141	None
Moss_bin.177	78.46	0.2	Gradient Boost (General Model)	11	0.914	4988	235.41437632135307	728605	0.44	946	181	20196	None
Moss_bin.178	52.94	1.39	Neural Network (Specific Model)	11	0.896	4375	247.46287367405978	2574746	0.63	3111	690	14660	None
Moss_bin.179	99.72	1.26	Gradient Boost (General Model)	11	0.943	19282	333.6834098737084	3689120	0.7	3484	294	59467	None
Moss_bin.181	93.65	1.59	Gradient Boost (General Model)	11	0.944	20935	294.88336594911937	2388549	0.68	2555	182	60640	None
Moss_bin.183	91.05	0.07	Neural Network (Specific Model)	11	0.803	7608	217.58340535868626	1877577	0.34	2314	339	55939	None
Moss_bin.185	63.08	10.03	Gradient Boost (General Model)	11	0.9	5209	257.21564245810055	765804	0.31	895	174	13177	None
Moss_bin.186	72.16	0.83	Gradient Boost (General Model)	11	0.896	2938	244.43947606142729	1809348	0.71	2214	728	13588	None
Moss_bin.189	70.08	8.8	Gradient Boost (General Model)	11	0.925	2956	245.62711130359463	1835622	0.68	2309	646	16477	None
Moss_bin.19	96.86	4.83	Gradient Boost (General Model)	11	0.926	13812	286.843621399177	2927428	0.76	3159	287	51497	None
Moss_bin.192	83.16	2.31	Gradient Boost (General Model)	11	0.943	7621	279.9106421194432	1978431	0.74	2227	335	24676	None
Moss_bin.194	76.17	2.85	Gradient Boost (General Model)	11	0.907	8012	273.69534598897735	2948511	0.67	3266	439	28052	None
Moss_bin.20	60.53	0.31	Gradient Boost (General Model)	11	0.871	3776	253.87161803713528	1646388	0.7	1885	486	23169	None
Moss_bin.204	49.44	0.47	Gradient Boost (General Model)	11	0.909	1763	210.8650016874789	4112876	0.71	5926	2382	8286	None
Moss_bin.206	88.46	4.38	Gradient Boost (General Model)	11	0.863	5702	278.9699499165275	8116774	0.67	8386	1756	35516	None
Moss_bin.218	75.89	4.37	Gradient Boost (General Model)	11	0.915	4715	274.32510288065845	3925184	0.63	4374	990	19867	None
Moss_bin.221	91.96	0.18	Gradient Boost (General Model)	11	0.911	67664	341.42577842143373	6197205	0.6	5524	260	232389	None
Moss_bin.226	61.85	4.58	Gradient Boost (General Model)	11	0.918	3514	238.55182699478001	2084395	0.7	2682	647	12632	None
Moss_bin.227	93.91	3.99	Neural Network (Specific Model)	11	0.928	18218	298.15159663865546	2861700	0.65	2975	273	67290	None
Moss_bin.237	100.0	0.46	Gradient Boost (General Model)	11	0.954	410786	283.5839416058394	729409	0.39	822	18	410786	None
Moss_bin.246	51.33	1.7	Neural Network (Specific Model)	11	0.924	2605	239.10821446138712	1573226	0.69	2033	609	9239	None
Moss_bin.256	75.13	2.99	Gradient Boost (General Model)	11	0.946	9220	273.58473954512107	2357259	0.73	2726	351	45068	None
Moss_bin.258	92.62	7.78	Gradient Boost (General Model)	11	0.941	14478	305.22587376108504	3724290	0.75	3834	384	57385	None
Moss_bin.262	89.26	1.33	Gradient Boost (General Model)	11	0.904	8303	279.12014594735473	3546570	0.66	3837	569	50297	None
Moss_bin.263	73.73	0.58	Gradient Boost (General Model)	11	0.951	8751	282.37049300956585	2412970	0.7	2718	307	36775	None
Moss_bin.266	53.48	0.44	Gradient Boost (General Model)	11	0.921	3554	253.7751521661296	2304880	0.65	2793	713	16670	None
Moss_bin.275	75.08	4.04	Gradient Boost (General Model)	11	0.916	2750	261.94518072289156	4264078	0.47	4980	1782	13828	None
Moss_bin.278	44.0	4.51	Gradient Boost (General Model)	11	0.929	1933	228.66247700797058	2402597	0.64	3262	1296	9491	None
Moss_bin.28	99.32	0.01	Neural Network (Specific Model)	11	0.92	637992	273.5426997245179	969181	0.44	1089	4	637992	None
Moss_bin.280	99.24	1.59	Gradient Boost (General Model)	11	0.915	53148	289.5715915573303	3320595	0.65	3506	154	118255	None
Moss_bin.281	99.78	3.36	Neural Network (Specific Model)	11	0.911	16907	302.00440960313574	4053790	0.71	4082	384	59108	None
Moss_bin.286	99.32	1.24	Neural Network (Specific Model)	11	0.92	44691	246.31689497716894	1753314	0.42	2190	62	127546	None
Moss_bin.290	51.4	5.72	Gradient Boost (General Model)	11	0.869	1751	214.51851054670684	3432734	0.62	4646	2003	10729	None
Moss_bin.294	98.29	10.59	Gradient Boost (General Model)	11	0.882	64407	336.6447986338409	8030241	0.67	7027	223	238108	None
Moss_bin.302	90.25	4.13	Gradient Boost (General Model)	11	0.885	9486	277.5872809863725	4342700	0.63	4623	649	38191	None
Moss_bin.303	92.24	4.88	Gradient Boost (General Model)	11	0.938	12902	289.8116082224909	3819335	0.71	4135	431	121552	None
Moss_bin.315	61.53	0.31	Gradient Boost (General Model)	11	0.903	2629	253.7331635540464	2972962	0.63	3534	1251	9878	None
Moss_bin.331	78.63	1.99	Gradient Boost (General Model)	11	0.91	6185	293.68078175895766	2371969	0.7	2456	430	20520	None
Moss_bin.339	65.37	8.6	Gradient Boost (General Model)	11	0.901	4107	246.3089156626506	3393277	0.64	4150	918	62324	None
Moss_bin.346	66.82	6.79	Gradient Boost (General Model)	11	0.908	3058	247.9145673603505	2985101	0.73	3652	1048	15359	None
Moss_bin.347	52.44	6.91	Gradient Boost (General Model)	11	0.947	2442	227.7149247661651	1767537	0.72	2459	722	10645	None
Moss_bin.36	71.13	4.22	Gradient Boost (General Model)	11	0.935	6808	261.7316057380842	1808535	0.72	2161	351	25723	None
Moss_bin.49	91.29	5.72	Neural Network (Specific Model)	11	0.925	13677	285.2442941673711	2183640	0.66	2366	224	55302	None
Moss_bin.5	96.78	3.41	Gradient Boost (General Model)	11	0.922	75406	302.30232558139534	971292	0.37	989	20	140613	None
Moss_bin.50	88.41	2.6	Gradient Boost (General Model)	11	0.876	6412	253.24743777452414	591260	0.36	683	106	25399	None
Moss_bin.52	93.76	3.92	Gradient Boost (General Model)	11	0.92	5628	239.7748427672956	620436	0.57	795	123	28981	None
Moss_bin.6	62.17	1.65	Gradient Boost (General Model)	11	0.93	5086	264.80508153204397	2246685	0.71	2637	551	18597	None
Moss_bin.60	88.39	5.02	Gradient Boost (General Model)	11	0.899	5949	255.10040797824115	3747640	0.72	4412	818	27918	None
Moss_bin.62	97.34	3.23	Gradient Boost (General Model)	11	0.862	16102	315.7368945585011	5503930	0.53	5017	505	55802	None
Moss_bin.63	73.62	7.25	Gradient Boost (General Model)	11	0.923	3034	236.8879159369527	2191136	0.66	2855	855	18192	None
Moss_bin.69	100.0	3.97	Neural Network (Specific Model)	11	0.823	83598	325.88213908760406	10117841	0.46	8527	180	320739	None
Moss_bin.70	99.54	3.11	Gradient Boost (General Model)	11	0.925	21812	338.6786800486618	7202274	0.63	6576	518	78338	None
Moss_bin.73	98.11	0.12	Gradient Boost (General Model)	11	0.932	670511	339.71700879765393	2977491	0.56	2728	10	777136	None
Moss_bin.74	92.09	3.55	Neural Network (Specific Model)	11	0.883	13497	277.7981418918919	3348574	0.67	3552	323	53771	None
Moss_bin.75	86.05	3.38	Neural Network (Specific Model)	11	0.796	4934	254.43907306796763	8631538	0.43	9019	2280	36296	None
Moss_bin.86	87.82	1.81	Gradient Boost (General Model)	11	0.867	15967	315.4611528822055	6085695	0.53	5586	573	77711	None
Moss_bin.88	96.69	2.33	Neural Network (Specific Model)	11	0.94	23256	302.1800433839479	2657455	0.63	2766	197	134386	None
Moss_bin.89	100.0	1.7	Neural Network (Specific Model)	11	0.83	92622	310.97481343283584	7218722	0.48	6432	161	364974	None
Moss_bin.90	78.88	3.59	Gradient Boost (General Model)	11	0.835	2940	232.15138808559863	5758904	0.48	6916	2231	18431	None
Moss_bin.93	92.01	5.99	Gradient Boost (General Model)	11	0.892	6894	282.0727115716753	5482729	0.62	5790	1060	48927	None
Moss_bin.98	95.87	1.03	Gradient Boost (General Model)	11	0.91	31289	371.56368330464716	5682944	0.66	4648	352	149351	None
Bare_bin.10	86.01	3.37	Gradient Boost (General Model)	11	0.884	8851	293.0038236043844	3894906	0.44	3923	582	35989	None
Bare_bin.104	52.79	5.03	Neural Network (Specific Model)	11	0.872	2836	218.62442607897154	2449609	0.56	3267	989	13964	None
Bare_bin.116	66.38	0.7	Neural Network (Specific Model)	11	0.877	5725	300.1705090162063	4493346	0.61	4381	871	41249	None
Bare_bin.118	86.02	2.3	Gradient Boost (General Model)	11	0.871	8136	324.8841053238516	5815819	0.65	5203	901	52898	None
Bare_bin.12	96.56	3.36	Gradient Boost (General Model)	11	0.915	42893	311.2259036144578	5069222	0.71	4980	169	128984	None
Bare_bin.124	55.5	0.49	Gradient Boost (General Model)	11	0.834	2429	223.85884615384614	4178632	0.48	5200	1847	36904	None
Bare_bin.128	87.86	2.94	Gradient Boost (General Model)	11	0.88	10875	328.8460563023079	4418039	0.69	3943	630	48511	None
Bare_bin.131	61.82	1.89	Gradient Boost (General Model)	11	0.927	4400	287.2847041310011	2493568	0.64	2687	643	17611	None
Bare_bin.147	74.0	7.03	Gradient Boost (General Model)	11	0.913	6302	289.9600731991349	5717484	0.51	6011	1109	22382	None
Bare_bin.148	65.93	6.45	Gradient Boost (General Model)	11	0.935	1869	223.22075702075702	2926039	0.7	4095	1622	6793	None
Bare_bin.149	67.53	3.3	Gradient Boost (General Model)	11	0.911	2626	226.31454783748362	2267229	0.67	3052	953	10622	None
Bare_bin.152	88.3	8.07	Gradient Boost (General Model)	11	0.896	4735	292.6945503751999	7948153	0.57	8129	2146	43621	None
Bare_bin.158	75.4	2.2	Gradient Boost (General Model)	11	0.949	5817	292.1102846054334	2847649	0.59	3092	554	27655	None
Bare_bin.164	96.11	4.02	Gradient Boost (General Model)	11	0.859	12435	315.04141759180186	5145311	0.54	4684	586	70162	None
Bare_bin.166	50.5	0.13	Gradient Boost (General Model)	11	0.939	2978	282.7958211143695	2458896	0.53	2728	848	10218	None
Bare_bin.167	88.81	2.81	Gradient Boost (General Model)	11	0.883	10374	277.23810994441016	3046256	0.69	3238	401	40151	None
Bare_bin.170	91.23	1.47	Gradient Boost (General Model)	11	0.936	31337	307.52951490356514	3366250	0.69	3422	177	84309	None
Bare_bin.172	73.68	1.98	Neural Network (Specific Model)	11	0.928	5666	259.7653985507246	1848464	0.68	2208	421	19995	None
Bare_bin.177	81.86	4.36	Gradient Boost (General Model)	11	0.922	10023	291.0811956752173	4457045	0.76	4717	569	54215	None
Bare_bin.178	82.23	6.29	Gradient Boost (General Model)	11	0.917	46405	314.37779552715654	5135621	0.7	5008	181	140313	None
Bare_bin.184	92.59	2.95	Gradient Boost (General Model)	11	0.931	50398	335.2810678122123	3513374	0.62	3259	124	241982	None
Bare_bin.186	63.8	5.17	Gradient Boost (General Model)	11	0.939	6358	264.6962280449179	2927819	0.71	3473	635	47013	None
Bare_bin.192	87.81	1.59	Gradient Boost (General Model)	11	0.911	12048	286.1232833957553	3013910	0.68	3204	322	64700	None
Bare_bin.193	48.7	4.27	Gradient Boost (General Model)	11	0.902	1988	227.48233063264954	4376768	0.6	5801	2270	51872	None
Bare_bin.197	74.46	1.29	Gradient Boost (General Model)	11	0.894	4926	276.962292051756	5017253	0.61	5410	1207	27590	None
Bare_bin.199	90.53	0.91	Neural Network (Specific Model)	11	0.93	28174	308.72148315878854	3511594	0.72	3533	194	89057	None
Bare_bin.202	57.35	6.5	Gradient Boost (General Model)	11	0.867	2305	268.048493543759	3229571	0.7	3485	1489	7392	None
Bare_bin.209	99.51	1.0	Gradient Boost (General Model)	11	0.91	238376	364.21276595744683	5689496	0.49	4747	92	447859	None
Bare_bin.21	67.57	0.53	Gradient Boost (General Model)	11	0.894	5190	284.2569382273948	3189320	0.48	3351	723	26982	None
Bare_bin.212	82.47	6.64	Neural Network (Specific Model)	11	0.82	6924	269.6422398271516	5468704	0.53	5554	977	30695	None
Bare_bin.214	63.21	1.63	Gradient Boost (General Model)	11	0.943	7332	266.4975945017182	2456894	0.7	2910	410	35792	None
Bare_bin.219	64.03	6.04	Gradient Boost (General Model)	11	0.87	3960	265.113120430935	4743800	0.72	5198	1317	25078	None
Bare_bin.222	99.54	3.05	Gradient Boost (General Model)	11	0.899	194805	342.89965762444035	4338758	0.48	3797	41	320444	None
Bare_bin.231	71.41	2.45	Gradient Boost (General Model)	11	0.95	4422	256.0705596107056	2646593	0.75	3288	668	19057	None
Bare_bin.234	94.23	2.7	Gradient Boost (General Model)	11	0.924	11212	292.7708636231463	3260590	0.75	3439	405	48295	None
Bare_bin.239	94.16	0.0	Neural Network (Specific Model)	11	0.922	29294	303.3321772639692	2556491	0.68	2595	130	70756	None
Bare_bin.25	89.74	5.36	Gradient Boost (General Model)	11	0.851	5079	283.70354978354976	5764330	0.72	5775	1393	22787	None
Bare_bin.250	74.34	6.48	Gradient Boost (General Model)	11	0.93	6605	274.10998735777497	2091374	0.68	2373	399	25899	None
Bare_bin.255	86.69	0.99	Gradient Boost (General Model)	11	0.949	5489	290.5141635489043	3425931	0.67	3742	744	19618	None
Bare_bin.264	85.97	3.1	Gradient Boost (General Model)	11	0.935	8024	278.79926504363806	1942547	0.52	2177	318	33249	None
Bare_bin.265	84.75	2.66	Gradient Boost (General Model)	11	0.921	3728	281.13112582781457	2070922	0.65	2265	692	17365	None
Bare_bin.277	97.17	4.94	Gradient Boost (General Model)	11	0.896	104773	347.9404895216765	7267802	0.62	6251	114	286228	None
Bare_bin.284	51.79	6.74	Gradient Boost (General Model)	11	0.874	3048	253.70282317979198	4098849	0.69	4711	1492	23841	None
Bare_bin.289	91.68	3.76	Neural Network (Specific Model)	11	0.905	9860	269.67762863534676	3988966	0.63	4470	661	57754	None
Bare_bin.290	87.51	1.17	Gradient Boost (General Model)	11	0.886	19716	298.4501557632399	3887381	0.69	3852	274	71298	None
Bare_bin.291	55.96	4.96	Gradient Boost (General Model)	11	0.905	2530	218.99535472972974	3428739	0.73	4736	1471	36921	None
Bare_bin.292	72.92	1.9	Gradient Boost (General Model)	11	0.908	4980	298.34181240063594	4949536	0.72	5032	1129	52236	None
Bare_bin.294	75.8	0.97	Neural Network (Specific Model)	11	0.912	8045	279.0208574739282	2369558	0.7	2589	352	40553	None
Bare_bin.298	81.89	2.12	Gradient Boost (General Model)	11	0.892	4335	283.14696485623006	4762525	0.68	5008	1234	18301	None
Bare_bin.299	80.24	0.43	Gradient Boost (General Model)	11	0.926	3523	306.6186440677966	6434969	0.73	6490	2143	16018	None
Bare_bin.302	81.48	0.41	Gradient Boost (General Model)	11	0.937	11982	291.0963658636178	2278825	0.72	2449	248	43188	None
Bare_bin.304	98.18	0.18	Gradient Boost (General Model)	11	0.915	29563	295.9026698208854	2866001	0.68	2959	157	112281	None
Bare_bin.310	99.19	0.07	Gradient Boost (General Model)	11	0.868	93610	304.55779200975905	3446672	0.62	3279	60	348668	None
Bare_bin.315	96.27	5.77	Gradient Boost (General Model)	11	0.905	23846	302.28550295857985	4730766	0.74	4732	294	111473	None
Bare_bin.316	61.86	0.76	Gradient Boost (General Model)	11	0.819	2473	227.06440903054448	1249727	0.33	1506	508	10941	None
Bare_bin.317	82.33	3.45	Gradient Boost (General Model)	11	0.943	5027	271.6374926079243	2915899	0.69	3382	653	20159	None
Bare_bin.322	100.0	0.43	Gradient Boost (General Model)	11	0.934	32047	296.1119373776908	2423457	0.66	2555	176	108481	None
Bare_bin.324	88.47	2.74	Neural Network (Specific Model)	11	0.925	13337	282.97342064714945	2377398	0.71	2596	248	42789	None
Bare_bin.327	56.9	2.29	Gradient Boost (General Model)	11	0.94	6014	254.28008298755188	3116931	0.75	3856	638	30672	None
Bare_bin.333	73.64	1.61	Gradient Boost (General Model)	11	0.936	4615	294.0690441633838	4535965	0.69	4823	1174	18958	None
Bare_bin.335	79.46	6.04	Gradient Boost (General Model)	11	0.916	8154	268.0927649354548	2918082	0.66	3331	492	52808	None
Bare_bin.338	84.62	2.96	Gradient Boost (General Model)	11	0.941	11052	301.5802230802231	4471182	0.7	4662	542	44648	None
Bare_bin.34	98.57	1.47	Gradient Boost (General Model)	11	0.898	56559	353.48603066439523	6921257	0.58	5870	224	213672	None
Bare_bin.346	99.96	0.75	Neural Network (Specific Model)	11	0.846	50044	308.68811274509807	7130841	0.49	6528	254	175722	None
Bare_bin.355	64.72	4.2	Gradient Boost (General Model)	11	0.877	5538	279.0802221536563	3083760	0.5	3241	673	29045	None
Bare_bin.363	78.71	5.38	Gradient Boost (General Model)	11	0.857	7510	298.7161257083977	6078368	0.71	5823	925	35674	None
Bare_bin.369	94.29	5.36	Gradient Boost (General Model)	11	0.905	296004	336.53483870967744	6908442	0.53	6200	46	694069	None
Bare_bin.371	81.18	3.29	Gradient Boost (General Model)	11	0.916	7079	266.62406015037595	2547244	0.68	2926	453	39836	None
Bare_bin.375	91.3	1.07	Gradient Boost (General Model)	11	0.927	12926	309.6426259824318	4327741	0.7	4326	507	119212	None
Bare_bin.377	92.92	0.42	Neural Network (Specific Model)	11	0.887	25385	302.5175983436853	1480567	0.64	1449	89	85138	None
Bare_bin.378	78.62	1.3	Neural Network (Specific Model)	11	0.941	4439	261.9241877256318	3232027	0.68	3878	813	15538	None
Bare_bin.386	99.85	0.46	Gradient Boost (General Model)	11	0.912	646122	347.0438949587886	5946523	0.43	5217	14	2440861	None
Bare_bin.394	99.97	1.44	Neural Network (Specific Model)	11	0.892	21891	284.2175066312997	1078438	0.5	1131	68	64833	None
Bare_bin.395	95.86	5.17	Gradient Boost (General Model)	11	0.949	11473	279.60016375545854	3225889	0.7	3664	406	61532	None
Bare_bin.4	83.82	1.59	Neural Network (Specific Model)	11	0.912	9266	289.6055109387981	6857039	0.7	7222	870	49974	None
Bare_bin.40	69.73	2.11	Gradient Boost (General Model)	11	0.924	6058	262.3903023046992	2837846	0.74	3341	568	27586	None
Bare_bin.403	96.81	0.4	Gradient Boost (General Model)	11	0.899	346377	338.05024576734024	4124107	0.58	3662	25	784626	None
Bare_bin.419	54.8	3.88	Gradient Boost (General Model)	11	0.896	1846	225.30241840807702	3206671	0.57	4259	1802	8929	None
Bare_bin.422	64.02	0.82	Gradient Boost (General Model)	11	0.921	10859	303.2546093064091	2245906	0.73	2278	243	57987	None
Bare_bin.430	54.6	3.27	Gradient Boost (General Model)	11	0.918	2983	253.5492409497859	2124597	0.71	2569	753	14296	None
Bare_bin.435	54.68	1.51	Gradient Boost (General Model)	11	0.919	2999	261.972794506075	3230227	0.72	3786	1139	11097	None
Bare_bin.436	61.19	9.08	Gradient Boost (General Model)	11	0.894	2903	240.9759900990099	3260633	0.65	4040	1160	28772	None
Bare_bin.440	56.27	5.2	Gradient Boost (General Model)	11	0.904	3193	239.5077502214349	3578958	0.72	4516	1194	16174	None
Bare_bin.442	53.14	3.27	Gradient Boost (General Model)	11	0.925	2651	248.04138988247317	1569871	0.68	1957	601	10750	None
Bare_bin.46	98.48	0.36	Gradient Boost (General Model)	11	0.919	149251	359.5523068669528	4365990	0.47	3728	46	606969	None
Bare_bin.56	90.99	2.13	Gradient Boost (General Model)	11	0.934	16723	288.3766413268832	2674980	0.72	2894	264	85368	None
Bare_bin.58	49.8	2.66	Gradient Boost (General Model)	11	0.892	1722	234.55505060937824	3812624	0.7	4841	2253	6909	None
Bare_bin.61	88.51	1.94	Gradient Boost (General Model)	11	0.894	15457	336.5503355704698	5710720	0.41	5066	564	54785	None
Bare_bin.62	70.24	3.12	Gradient Boost (General Model)	11	0.943	12099	278.42911348740944	2559870	0.73	2899	308	66181	None
Bare_bin.68	61.97	6.5	Gradient Boost (General Model)	11	0.924	2725	260.3565677478721	3668506	0.73	4347	1460	11204	None
Bare_bin.7	91.77	1.39	Gradient Boost (General Model)	11	0.952	36991	302.54916943521596	2859286	0.71	3010	128	136029	None
Bare_bin.72	95.0	2.82	Neural Network (Specific Model)	11	0.92	51192	292.41014033499323	2101175	0.65	2209	62	329890	None
Bare_bin.80	96.78	8.9	Neural Network (Specific Model)	11	0.931	30478	296.02797795676133	2243446	0.67	2359	112	118599	None
Bare_bin.81	77.74	0.65	Gradient Boost (General Model)	11	0.911	4072	265.2890066225166	3289345	0.68	3775	956	15239	None
Bare_bin.85	67.54	1.31	Gradient Boost (General Model)	11	0.933	3036	244.61341734618236	2115326	0.67	2698	808	15726	None
Bare_bin.88	77.53	0.97	Gradient Boost (General Model)	11	0.928	6057	264.88621291448516	2445263	0.66	2865	505	28384	None
Bare_bin.92	83.41	3.83	Gradient Boost (General Model)	11	0.838	4263	258.1627191633344	6002696	0.47	6502	1752	46923	None
Bare_bin.99	74.75	2.16	Neural Network (Specific Model)	11	0.925	4560	269.18895899053626	2760350	0.74	3170	709	20441	None
Crust_bin.101	83.06	0.77	Gradient Boost (General Model)	11	0.841	4246	278.37689065212	3995710	0.74	4033	1079	22862	None
Crust_bin.102	98.78	1.08	Gradient Boost (General Model)	11	0.932	66374	308.76980290070657	2667602	0.64	2689	70	153877	None
