Final_name,FeatureID,Annotation_Confidence,Final_formula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of various plant secondary metabolites
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of plant secondary metabolites
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of phenylpropanoids
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of alkaloids derived from shikimate pathway
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of plant hormones
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Metabolic pathways
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of secondary metabolites
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,2-Oxocarboxylic acid metabolism
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Biosynthesis of amino acids
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,ABC transporters
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Protein digestion and absorption
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Mineral absorption
L-Phenylalanine,7.766_165.0789_HILIC,L1,C9H11NO2,cpd:C00079,L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,C9H11NO2,Central carbon metabolism in cancer
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,"Glycine, serine and threonine metabolism"
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Monobactam biosynthesis
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Cysteine and methionine metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Cyanoamino acid metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,D-Amino acid metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Glycerophospholipid metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Sphingolipid metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Glyoxylate and dicarboxylate metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Methane metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Sulfur metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Aminoacyl-tRNA biosynthesis
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Biosynthesis of various other secondary metabolites
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Biosynthesis of various antibiotics
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Nonribosomal peptide structures
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Biosynthesis of plant secondary metabolites
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Metabolic pathways
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Biosynthesis of secondary metabolites
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Microbial metabolism in diverse environments
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Carbon metabolism
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Biosynthesis of amino acids
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Biosynthesis of cofactors
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Vancomycin resistance
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,ABC transporters
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Sphingolipid signaling pathway
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Protein digestion and absorption
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Mineral absorption
L-Serine,11.6_105.0426_HILIC,L1,C3H7NO3,cpd:C00065,L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine,C3H7NO3,Central carbon metabolism in cancer
L-Sorbose,8.068_180.06335_HILIC,L1,C6H12O6,cpd:C00247,L-Sorbose;L-xylo-Hexulose,C6H12O6,Fructose and mannose metabolism
L-Sorbose,8.068_180.06335_HILIC,L1,C6H12O6,cpd:C00247,L-Sorbose;L-xylo-Hexulose,C6H12O6,Metabolic pathways
L-Threonic acid,10.522_136.03721_HILIC,L2,C4H8O5,NA,NA,NA,NA
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,"Glycine, serine and threonine metabolism"
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Monobactam biosynthesis
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,"Valine, leucine and isoleucine biosynthesis"
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,D-Amino acid metabolism
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Porphyrin metabolism
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Aminoacyl-tRNA biosynthesis
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Biosynthesis of plant secondary metabolites
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Metabolic pathways
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Biosynthesis of secondary metabolites
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Microbial metabolism in diverse environments
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Biosynthesis of amino acids
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,ABC transporters
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Protein digestion and absorption
L-Threonine,10.808_119.05828_HILIC,L1,C4H9NO3,cpd:C00188,L-Threonine;2-Amino-3-hydroxybutyric acid,C4H9NO3,Mineral absorption
Leucyl-Glutamate,10.774_260.13726_HILIC,L3,C11H20N2O5,NA,NA,NA,NA
Lipoxin B4,1.218_352.22516_HILIC,L2,C20H32O5,cpd:C06315,"Lipoxin B4;LXB4;5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid;(6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid",C20H32O5,Arachidonic acid metabolism
Lipoxin B4,1.218_352.22516_HILIC,L2,C20H32O5,cpd:C06315,"Lipoxin B4;LXB4;5S,14R,15S-Trihydroxy-6E,8Z,10E,12E-eicosatetraenoic acid;(6E,8Z,10E,12E)-(5S,14R,15S)-Trihydroxyicosa-6,8,10,12-tetraenoic acid",C20H32O5,Metabolic pathways
MAB-CHMINACA metabolite M11,1.696_402.22593_HILIC,L2,C21H30N4O4,NA,NA,NA,NA
Maleic acid,9.955_116.01098_HILIC,L2,C4H4O4,NA,NA,NA,NA
Malonic acid,3.759_104.01095_HILIC,L1,C3H4O4,cpd:C00383,Malonate;Malonic acid;Propanedioic acid,C3H4O4,Fatty acid biosynthesis
Malonic acid,3.759_104.01095_HILIC,L1,C3H4O4,cpd:C00383,Malonate;Malonic acid;Propanedioic acid,C3H4O4,Pyrimidine metabolism
Malonic acid,3.759_104.01095_HILIC,L1,C3H4O4,cpd:C00383,Malonate;Malonic acid;Propanedioic acid,C3H4O4,beta-Alanine metabolism
Malonic acid,3.759_104.01095_HILIC,L1,C3H4O4,cpd:C00383,Malonate;Malonic acid;Propanedioic acid,C3H4O4,Metabolic pathways
Malonic acid,3.759_104.01095_HILIC,L1,C3H4O4,cpd:C00383,Malonate;Malonic acid;Propanedioic acid,C3H4O4,Fatty acid metabolism
Maltotriose,13.794_550.1748_HILIC,L1,C18H32O16,cpd:C01835,Maltotriose;Amylotriose,C18H32O16,ABC transporters
Maltotriose,13.794_550.1748_HILIC,L1,C18H32O16,cpd:C01835,Maltotriose;Amylotriose,C18H32O16,Carbohydrate digestion and absorption
Maltotriose,13.799_504.16931_HILIC,L1,C18H32O16,cpd:C01835,Maltotriose;Amylotriose,C18H32O16,ABC transporters
Maltotriose,13.799_504.16931_HILIC,L1,C18H32O16,cpd:C01835,Maltotriose;Amylotriose,C18H32O16,Carbohydrate digestion and absorption
Mannan,15.487_666.22182_HILIC,L3,C24H42O21,cpd:C00464,Mannan;Mannoglycan,NA,Fructose and mannose metabolism
Mannan,15.487_666.22182_HILIC,L3,C24H42O21,cpd:C00464,Mannan;Mannoglycan,NA,Metabolic pathways
Mannan,15.487_666.22182_HILIC,L3,C24H42O21,cpd:C00464,Mannan;Mannoglycan,NA,Neutrophil extracellular trap formation
Mannan,15.345_666.22186_HILIC,L3,C24H42O21,cpd:C00464,Mannan;Mannoglycan,NA,Fructose and mannose metabolism
Mannan,15.345_666.22186_HILIC,L3,C24H42O21,cpd:C00464,Mannan;Mannoglycan,NA,Metabolic pathways
Mannan,15.345_666.22186_HILIC,L3,C24H42O21,cpd:C00464,Mannan;Mannoglycan,NA,Neutrophil extracellular trap formation
Mannitol,9.123_182.07901_HILIC,L1,C6H14O6,cpd:C00392,Mannitol;D-Mannitol,C6H14O6,Fructose and mannose metabolism
Mannitol,9.123_182.07901_HILIC,L1,C6H14O6,cpd:C00392,Mannitol;D-Mannitol,C6H14O6,Metabolic pathways
Mannitol,9.123_182.07901_HILIC,L1,C6H14O6,cpd:C00392,Mannitol;D-Mannitol,C6H14O6,ABC transporters
Mannitol,9.123_182.07901_HILIC,L1,C6H14O6,cpd:C00392,Mannitol;D-Mannitol,C6H14O6,Phosphotransferase system (PTS)
meso-DAP,11.432_190.09534_HILIC,L3,C7H14N2O4,NA,NA,NA,NA
Methanesulfonic acid,5.622_95.9881_HILIC,L2,CH4O3S,cpd:C11145,Methanesulfonic acid;Methanesulfonate,CH4SO3,Sulfur metabolism
Methanesulfonic acid,5.622_95.9881_HILIC,L2,CH4O3S,cpd:C11145,Methanesulfonic acid;Methanesulfonate,CH4SO3,Metabolic pathways
mevalonate,2.881_148.0736_HILIC,L3,C6H12O4,cpd:C00418,"(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid;(3R)-3,5-Dihydroxy-3-methylpentanoic acid;(R)-Mevalonic acid",C6H12O4,Terpenoid backbone biosynthesis
mevalonate,2.881_148.0736_HILIC,L3,C6H12O4,cpd:C00418,"(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid;(3R)-3,5-Dihydroxy-3-methylpentanoic acid;(R)-Mevalonic acid",C6H12O4,Biosynthesis of plant secondary metabolites
mevalonate,2.881_148.0736_HILIC,L3,C6H12O4,cpd:C00418,"(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid;(3R)-3,5-Dihydroxy-3-methylpentanoic acid;(R)-Mevalonic acid",C6H12O4,Biosynthesis of terpenoids and steroids
mevalonate,2.881_148.0736_HILIC,L3,C6H12O4,cpd:C00418,"(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid;(3R)-3,5-Dihydroxy-3-methylpentanoic acid;(R)-Mevalonic acid",C6H12O4,Biosynthesis of plant hormones
mevalonate,2.881_148.0736_HILIC,L3,C6H12O4,cpd:C00418,"(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid;(3R)-3,5-Dihydroxy-3-methylpentanoic acid;(R)-Mevalonic acid",C6H12O4,Metabolic pathways
mevalonate,2.881_148.0736_HILIC,L3,C6H12O4,cpd:C00418,"(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid;(3R)-3,5-Dihydroxy-3-methylpentanoic acid;(R)-Mevalonic acid",C6H12O4,Biosynthesis of secondary metabolites
mevalonate,2.881_148.0736_HILIC,L3,C6H12O4,cpd:C00418,"(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid;(3R)-3,5-Dihydroxy-3-methylpentanoic acid;(R)-Mevalonic acid",C6H12O4,Ferroptosis
"N-(1-adamantyl)-N'-(2,2-diethoxyethyl)thiourea",1.624_326.20965_HILIC,L3,C17H30N2O2S,NA,NA,NA,NA
"N-(2-Furylmethyl)-3-[(2S,5aS,8aR)-1-methyl-5-oxodecahydropyrrolo[3,2-E][1,4]diazepin-2-yl]propanamide",1.091_356.16579_HILIC,L3,C16H24N4O3,NA,NA,NA,NA
N-Acetyl-L-leucine,2.445_173.10513_HILIC,L1,C8H15NO3,cpd:C02710,N-Acetyl-L-leucine,C8H15NO3,NA
N1-[4-(2-thienylthio)phenyl]-4-chlorobenzamide,11.748_345.0023_HILIC,L3,C17H12ClNOS2,NA,NA,NA,NA
N1-[5-Methyl-2-(1H-pyrrol-1-yl)phenyl]-2-cyclopentyl-2-phenylacetamide,1.69_358.19957_HILIC,L3,C24H26N2O,NA,NA,NA,NA
Nicotinic acid,4.595_123.03207_HILIC,L1,C6H5NO2,cpd:C00153,Nicotinamide;Nicotinic acid amide;Niacinamide;Vitamin PP,C6H6N2O,Nicotinate and nicotinamide metabolism
Nicotinic acid,4.595_123.03207_HILIC,L1,C6H5NO2,cpd:C00153,Nicotinamide;Nicotinic acid amide;Niacinamide;Vitamin PP,C6H6N2O,Metabolic pathways
Nicotinic acid,4.595_123.03207_HILIC,L1,C6H5NO2,cpd:C00153,Nicotinamide;Nicotinic acid amide;Niacinamide;Vitamin PP,C6H6N2O,Biosynthesis of cofactors
Nicotinic acid,4.595_123.03207_HILIC,L1,C6H5NO2,cpd:C00153,Nicotinamide;Nicotinic acid amide;Niacinamide;Vitamin PP,C6H6N2O,Longevity regulating pathway - worm
Nicotinic acid,4.595_123.03207_HILIC,L1,C6H5NO2,cpd:C00153,Nicotinamide;Nicotinic acid amide;Niacinamide;Vitamin PP,C6H6N2O,Vitamin digestion and absorption
NP-002676,1.688_316.18881_HILIC,L2,C15H26O4,NA,NA,NA,NA
NP-004917,1.297_300.19386_HILIC,L2,C15H26O3,NA,NA,NA,NA
NP-004917,1.41_300.19387_HILIC,L2,C15H26O3,NA,NA,NA,NA
NP-005397,1.633_324.19395_HILIC,L2,C18H30O6,NA,NA,NA,NA
NP-005397,1.376_324.19391_HILIC,L2,C18H30O6,NA,NA,NA,NA
NP-008993,1.188_314.24592_HILIC,L2,C18H34O4,NA,NA,NA,NA
NP-008993,1.282_314.24591_HILIC,L2,C18H34O4,NA,NA,NA,NA
NP-011548,1.134_298.25094_HILIC,L2,C18H34O3,NA,NA,NA,NA
NP-020205,1.453_212.1048_HILIC,L2,C11H16O4,NA,NA,NA,NA
NP-020515,1.325_238.1203_HILIC,L2,C13H20O5,NA,NA,NA,NA
NP-022068,3.953_188.06845_HILIC,L2,C8H12O5,NA,NA,NA,NA
O-Phospho-L-tyrosine,15.008_260.84676_HILIC,L3,C9H12NO6P,NA,NA,NA,NA
Ostruthin,1.319_298.16048_HILIC,L3,C19H22O3,cpd:C09281,Ostruthin,C19H22O3,NA
Prostaglandin F1α,1.326_356.25675_HILIC,L2,C20H36O5,NA,NA,NA,NA
Prostaglandin F1α,1.202_356.25678_HILIC,L2,C20H36O5,NA,NA,NA,NA
Prostaglandin F2α 1-11-lactone,1.127_318.21966_HILIC,L2,C20H32O4,NA,NA,NA,NA
"Pyridine, 2-[(2-nitrophenyl)sulfonyl]-, 1-oxide",3.516_280.01729_HILIC,L3,C11H8N2O5S,NA,NA,NA,NA
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Glycolysis / Gluconeogenesis
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Citrate cycle (TCA cycle)
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Pentose phosphate pathway
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Pentose and glucuronate interconversions
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Ascorbate and aldarate metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,"Alanine, aspartate and glutamate metabolism"
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,"Glycine, serine and threonine metabolism"
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Monobactam biosynthesis
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Cysteine and methionine metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,"Valine, leucine and isoleucine biosynthesis"
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Arginine and proline metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Tyrosine metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Phenylalanine metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Benzoate degradation
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Taurine and hypotaurine metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Phosphonate and phosphinate metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,D-Amino acid metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Pyruvate metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Dioxin degradation
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Xylene degradation
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Glyoxylate and dicarboxylate metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Butanoate metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,C5-Branched dibasic acid metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Methane metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Carbon fixation by Calvin cycle
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Other carbon fixation pathways
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Thiamine metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Nicotinate and nicotinamide metabolism
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Pantothenate and CoA biosynthesis
Pyruvic acid,4.752_88.01602_HILIC,L2,C3H4O3,cpd:C00022,Pyruvate;Pyruvic acid;2-Oxopropanoate;2-Oxopropanoic acid;Pyroracemic acid,C3H4O3,Lipoic acid metabolism
